     T,      X,      Y
 35.46,  -1.39,  -4.40 
 35.49,   0.72,  -6.00 
 35.51,   5.71, -14.31 
 35.53,   3.75,  -4.73 
 35.55,   5.42, -11.45 
 35.57,   4.05, -16.30 
 35.59,   1.87, -11.76 
 35.61,   2.03, -12.48 
 35.63,  -0.98, -14.90 
 35.66,  -1.28, -12.39 
 35.68,   1.79,  -9.88 
 35.70,  -1.32,  -7.61 
 35.72,  -1.27,  -5.31 
 35.75,   0.52,  -5.15 
 35.77,   2.43,   0.00 
 35.79,   5.40,  -0.26 
 35.81,   1.56,   0.26 
 35.83,   0.98,   3.17 
 35.85,   1.89,   4.00 
 35.88,   1.63,   6.22 
 35.90,   1.90,   8.26 
 35.92,   0.47,  11.49 
 35.94,   1.20,  10.94 
 35.96,   0.50,  11.84 
 35.98,  -0.24,  11.54 
 36.00,  -4.37,  18.43 
 36.03,   3.09,  12.63 
 36.05,  -1.89,   5.19 
 36.07,  -0.46,   3.69 
 36.09,   2.94,   2.04 
 36.11,   0.90,   0.22 
 36.13,  -1.97,  -5.91 
 36.15,   1.82,  -3.86 
 36.17,   1.71,  -4.89 
 36.20,  -0.99,  -6.67 
 36.22,   1.26,  -5.26 
 36.24,   0.25,  -7.00 
 36.26,   0.78, -10.56 
 36.28,  -1.53, -10.12 
 36.30,  -0.77, -10.42 
 36.32,  -0.50,  -8.73 
 36.34,  -1.04, -10.30 
 36.37,  -1.82, -10.56 
 36.39,  -1.32,  -6.83 
 36.41,   0.98,  -7.51 
 36.45,   0.74,  -5.42 
 36.47,   2.52,  -1.26 
 36.49,   4.66,  -2.46 
 36.51,  -0.24,   0.00 
 36.54,  -0.25,   4.03 
 36.56,   3.27,   4.90 
 36.58,   0.72,   9.03 
 36.60,   3.52,  10.46 
 36.62,   0.50,  11.55 
 36.64,   4.05,  11.99 
 36.66,   0.23,  10.28 
 36.69,  -0.50,   8.20 
 36.71,  -1.87,   8.36 
 36.73,  -1.17,  10.22 
 36.75,  -0.97,   6.02 
 36.77,  -0.72,   3.83 
 36.79,  -0.94,   6.34 
 36.82,  -0.70,   3.49 
 36.84,  -0.24,  -2.64 
 36.86,   0.93,  -1.62 
 36.88,   0.46,  -3.24 
 36.90,  -2.10,  -5.24 
 36.92,  -0.73,  -7.96 
 36.94,  -1.99, -17.40 
 36.96,  -6.06,  -8.80 
 36.99,   0.28,  -9.87 
 37.01,  -9.42, -10.60 
 37.03,  -4.88,  -9.15 
 37.05,  -5.12,  -9.42 
 37.07,  -4.25,  -7.95 
 37.09,   2.29,  -9.34 
 37.11,   2.76,  -5.76 
 37.15,   3.87,  -1.81 
 37.17,   7.64,   0.70 
 37.19,   0.51,  -1.03 
 37.21,   4.97,   0.45 
 37.24,  -3.06,   5.55 
 37.26,   5.51,   4.76 
 37.28,  -1.36,  11.16 
 37.30,   3.04,  12.23 
 37.32,   5.07,  10.73 
 37.34,   0.72,   7.18 
 37.36,   5.18,  11.81 
 37.38,  -2.27,   8.15 
 37.41,   2.59,   9.25 
 37.43,  -0.97,   9.11 
 37.45,   0.46,   9.72 
 37.47,   0.25,   4.17 
 37.49,   0.92,   3.00 
 37.51,   0.47,   3.05 
 37.53,  -0.67,   2.69 
 37.56,   0.23,  -0.47 
 37.58,   0.00,  -6.31 
 37.60,   0.84,  -9.14 
 37.62,   0.73,  -4.60 
 37.64,  -0.52, -10.81 
 37.66,   0.98, -10.37 
 37.68,  -0.72, -13.81 
 37.70,   0.26, -14.59 
 37.73,   0.50,  -9.75 
 37.75,  -3.66, -14.63 
 37.77,  -1.34, -13.40 
 37.79,   2.72,  -7.28 
 37.81,  -0.77,  -7.66 
 37.83,   0.76,  -7.84 
 37.85,   1.75,  -4.00 
 37.87,   0.52,   0.26 
 37.90,   0.24,   0.72 
 37.92,   0.00,   2.19 
 37.94,   1.98,   5.44 
 37.96,   1.31,  12.17 
 37.98,   1.43,  11.08 
 38.00,  -0.48,   6.89 
 38.02,  -0.24,   8.50 
 38.04,   0.23,   7.93 
 38.07,   0.74,  10.69 
 38.09,   0.73,  10.13 
 38.11,   1.53,  10.12 
 38.13,  -0.42,   0.00 
 38.15,   0.53,   7.87 
 38.17,   0.24,   2.66 
 38.19,   0.24,   5.04 
 38.22,   0.49,   6.55 
 38.24,  -0.49,   3.18 
 38.26,  -0.24,   2.40 
 38.28,   0.73,   4.14 
 38.30,   0.73,   2.68 
 38.32,   0.71,   3.07 
 38.34,   0.24,   0.97 
 38.36,   0.73,   1.21 
 38.39,   0.24,   0.97 
 38.41,   0.24,   1.22 
 38.43,   0.00,   0.96 
 38.45,   0.24,   0.97 
 38.47,   0.00,   1.21 
 38.49,   0.00,   0.73 
 38.51,   0.24,   0.73 
 38.54,   0.24,   1.22 
 38.56,   0.24,   1.20 
 38.58,   0.25,   0.98 
 38.60,   0.24,   0.97 
 38.62,   0.24,   0.97 
 38.64,   0.24,   1.21 
 38.66,   0.00,   1.21 
 38.68,   0.24,   1.22 
 38.71,   0.24,   1.22 
 38.73,   0.24,   0.97 
 38.75,   0.24,   1.21 
 38.77,   0.24,   0.98 
 38.79,   0.24,   0.73 
 38.81,   0.49,   1.21 
 38.84,   0.24,   1.19 
 38.86,   0.25,   1.48 
 38.88,   0.00,   1.20 
 38.90,   0.49,   0.98 
 38.92,   0.00,   1.20 
 38.94,   0.49,   0.98 
 38.96,   0.00,   0.97 
 38.99,   0.24,   1.22 
 39.01,   0.00,   0.73 
 39.03,   0.24,   0.72 
 39.05,   0.48,   0.96 
 39.07,   0.24,   0.96 
 39.09,   0.24,   0.97 
 39.11,   0.24,   1.46 
 39.13,   0.24,   0.97 
 39.16,   0.48,   0.72 
 39.18,   0.24,   1.21 
 39.20,   0.49,   1.21 
 39.22,   0.24,   0.97 
 39.24,   0.24,   0.97 
 39.26,   0.24,   0.97 
 39.29,   0.24,   1.21 
 39.31,   0.24,   1.22 
 39.33,   0.24,   0.97 
 39.35,   0.24,   1.45 
 39.37,   0.24,   0.97 
 39.39,   0.24,   0.97 
 39.41,   0.24,   1.22 
 39.44,   0.24,   0.98 
 39.46,   0.49,   0.98 
 39.48,   0.24,   1.20 
 39.50,   0.24,   1.21 
 39.52,   0.24,   1.47 
 39.54,   0.24,   1.22 
 39.56,  -0.24,   0.97 
 39.59,   0.00,   0.97 
 39.61,   0.24,   0.96 
 39.63,   0.24,   1.46 
 39.65,   0.24,   0.73 
 39.67,   0.24,   0.97 
 39.69,   0.24,   0.97 
 39.71,   0.24,   1.46 
 39.73,   0.48,   0.97 
 39.76,   0.24,   1.46 
 39.78,   0.49,   1.21 
 39.80,   0.00,   1.47 
 39.82,   0.00,   0.96 
 39.84,   0.24,   1.22 
 39.86,   0.24,   1.22 
 39.88,   0.24,   0.73 
 39.91,   0.24,   1.46 
 39.93,   0.00,   0.97 
 39.95,   0.24,   1.21 
 39.97,   0.00,   1.21 
 39.99,   0.24,   1.22 
 40.01,   0.00,   0.97 
 40.03,   0.24,   1.21 
 40.06,   0.00,   1.21 
 40.08,   0.00,   0.73 
 40.10,   0.00,   0.98 
 40.12,   0.24,   0.98 
 40.14,   0.24,   1.20 
 40.16,   0.24,   0.97 
 40.18,   0.24,   1.20 
 40.20,   0.24,   0.73 
 40.23,   0.00,   0.97 
 40.25,   0.24,   0.97 
 40.27,   0.24,   0.97 
 40.29,   0.24,   0.98 
 40.31,   0.00,   1.21 
 40.33,   0.25,   1.23 
 40.35,   0.24,   0.97 
 40.38,   0.24,   1.21 
 40.40,   0.24,   0.96 
 40.42,   0.24,   0.98 
 40.44,   0.24,   0.96 
 40.46,   0.24,   1.20 
 40.48,   0.24,   0.97 
 40.50,   0.00,   0.97 
 40.52,   0.24,   0.72 
 40.55,   0.24,   0.73 
 40.57,   0.24,   0.97 
 40.59,   0.00,   1.46 
 40.61,   0.24,   1.21 
 40.63,   0.24,   0.73 
 40.65,   0.24,   0.49 
 40.68,   0.24,   1.22 
 40.70,   0.00,   1.21 
 40.72,   0.24,   1.22 
 40.74,   0.24,   0.98 
 40.76,   0.24,   1.21 
 40.78,   0.00,   0.73 
 40.80,   0.00,   1.21 
 40.82,   0.24,   1.21 
 40.85,   0.24,   0.98 
 40.87,   0.24,   0.97 
 40.89,   0.00,   0.97 
 40.91,   0.00,   1.22 
 40.93,   0.24,   1.20 
 40.95,   0.24,   1.22 
 40.97,   0.24,   0.96 
 41.00,   0.24,   0.98 
 41.02,   0.00,   0.98 
 41.04,   0.00,   1.21 
 41.06,   0.24,   0.98 
 41.08,   0.24,   1.21 
 41.10,   0.24,   0.96 
 41.12,   0.24,   1.22 
 41.15,   0.24,   0.97 
 41.17,   0.24,   0.97 
 41.19,   0.00,   0.97 
 41.21,   0.24,   1.21 
 41.23,   0.24,   0.96 
 41.25,   0.24,   1.22 
 41.27,   0.24,   0.96 
 41.29,  -0.24,   0.97 
 41.32,   0.00,   1.22 
 41.34,   0.00,   0.97 
 41.36,   0.00,   1.21 
 41.38,   0.24,   0.97 
 41.40,   0.24,   0.96 
 41.42,   0.24,   1.20 
 41.44,   0.00,   1.21 
 41.47,   0.24,   1.46 
 41.49,   0.24,   0.98 
 41.51,   0.00,   0.73 
 41.53,   0.24,   0.98 
 41.55,   0.24,   1.22 
 41.57,   0.24,   0.98 
 41.60,   0.24,   1.22 
 41.62,   0.24,   1.20 
 41.64,   0.00,   0.98 
 41.66,   0.00,   0.97 
 41.68,   0.24,   1.22 
 41.70,   0.00,   1.20 
 41.72,   0.00,   0.96 
 41.75,   0.24,   1.21 
 41.77,   0.24,   1.22 
 41.79,   0.00,   1.47 
 41.81,   0.00,   0.98 
 41.83,   0.00,   1.22 
 41.85,   0.24,   1.21 
 41.87,   0.24,   1.21 
 41.90,   0.25,   0.98 
 41.92,   0.00,   0.97 
 41.94,   0.24,   0.96 
 41.96,   0.00,   0.96 
 41.98,   0.24,   1.20 
 42.00,   0.24,   1.46 
 42.02,   0.24,   0.97 
 42.04,   0.49,   1.46 
 42.07,   0.24,   0.96 
 42.09,   0.00,   0.98 
 42.11,   0.24,   1.22 
 42.13,   0.24,   0.72 
 42.15,   0.00,   1.48 
 42.17,   0.00,   0.96 
 42.19,   0.49,   1.21 
 42.21,   0.24,   0.97 
 42.24,   0.24,   1.21 
 42.26,   0.48,   1.21 
 42.28,   0.00,   0.98 
 42.30,   0.00,   0.97 
 42.32,   0.00,   0.97 
 42.35,   0.24,   1.21 
 42.37,   0.24,   1.20 
 42.39,   0.24,   0.97 
 42.41,   0.24,   0.98 
 42.43,   0.24,   0.73 
 42.45,   0.24,   0.97 
 42.47,   0.24,   0.97 
 42.50,   0.24,   1.20 
 42.52,   0.24,   0.73 
 42.54,   0.24,   1.20 
 42.56,   0.24,   0.73 
 42.58,   0.24,   1.21 
 42.60,   0.24,   0.98 
 42.62,   0.00,   0.97 
 42.64,   0.24,   0.96 
 42.67,   0.00,   1.21 
 42.69,   0.24,   0.97 
 42.71,   0.00,   1.22 
 42.73,   0.25,   0.98 
 42.75,   0.24,   0.97 
 42.77,   0.24,   0.72 
 42.79,   0.00,   1.21 
 42.82,   0.24,   1.21 
 42.84,   0.24,   1.21 
 42.86,   0.24,   0.97 
 42.88,   0.00,   1.20 
 42.90,   0.24,   0.96 
 42.92,   0.24,   0.97 
 42.94,   0.24,   0.97 
 42.96,   0.00,   0.98 
 42.99,   0.24,   1.21 
 43.01,   0.00,   0.97 
 43.03,   0.24,   1.22 
 43.05,   0.00,   1.20 
 43.07,   0.00,   1.21 
 43.09,   0.00,   0.98 
 43.11,   0.24,   0.97 
 43.14,   0.00,   0.97 
 43.16,   0.00,   1.22 
 43.18,   0.24,   1.46 
 43.20,   0.00,   1.45 
 43.22,   0.00,   1.21 
 43.24,   0.00,   0.98 
 43.26,   0.24,   0.72 
 43.28,   0.00,   1.19 
 43.31,   0.24,   0.97 
 43.33,   0.00,   0.98 
 43.35,   0.00,   1.21 
 43.37,   0.00,   1.22 
 43.39,   0.49,   1.22 
 43.41,   0.49,   1.21 
 43.43,   0.24,   1.46 
 43.46,   0.00,   0.73 
 43.48,   0.00,   1.21 
 43.50,   0.00,   1.47 
 43.52,   0.24,   0.96 
 43.54,   0.49,   1.46 
 43.56,   0.48,   1.21 
 43.58,   0.24,   0.73 
 43.61,   0.24,   0.97 
 43.63,   0.00,   0.73 
 43.65,   0.24,   0.73 
 43.67,   0.24,   0.97 
 43.69,   0.24,   1.20 
 43.71,   0.24,   1.22 
 43.73,   0.24,   1.45 
 43.75,   0.24,   1.22 
 43.78,   0.00,   1.46 
 43.80,   0.24,   1.21 
 43.82,   0.00,   0.98 
 43.84,   0.00,   0.96 
 43.86,   0.00,   1.22 
 43.88,   0.00,   1.46 
 43.90,   0.24,   0.98 
 43.93,   0.24,   0.97 
 43.95,   0.49,   1.21 
 43.97,   0.24,   0.96 
 43.99,   0.24,   0.96 
 44.01,   0.24,   1.21 
 44.03,   0.00,   1.23 
 44.05,   0.24,   1.22 
 44.07,   0.00,   0.97 
 44.10,   0.24,   0.98 
 44.12,   0.00,   1.21 
 44.14,   0.24,   1.22 
 44.16,   0.24,   1.22 
 44.18,   0.24,   1.22 
 44.20,   0.00,   1.22 
 44.22,   0.24,   1.20 
 44.25,   0.00,   0.73 
 44.27,   0.24,   1.45 
 44.29,   0.24,   1.46 
 44.31,   0.00,   1.22 
 44.33,   0.24,   0.98 
 44.35,   0.24,   0.97 
 44.37,   0.00,   1.20 
 44.40,   0.00,   0.98 
 44.42,   0.24,   0.96 
 44.44,   0.24,   0.96 
 44.46,   0.00,   1.21 
 44.48,   0.00,   1.21 
 44.50,   0.00,   0.97 
 44.52,   0.24,   0.97 
 44.54,   0.24,   1.22 
 44.57,   0.24,   1.21 
 44.59,   0.24,   1.21 
 44.61,   0.24,   1.20 
 44.63,   0.00,   1.21 
 44.65,   0.24,   0.97 
 44.67,   0.24,   1.21 
 44.69,   0.24,   1.45 
 44.72,   0.00,   0.97 
 44.74,   0.00,   0.96 
 44.76,   0.24,   0.98 
 44.78,   0.24,   1.21 
 44.80,   0.24,   0.97 
 44.82,   0.00,   1.21 
 44.84,   0.24,   0.97 
 44.87,   0.00,   0.96 
 44.89,   0.00,   1.22 
 44.91,   0.24,   0.96 
 44.93,   0.24,   0.97 
 44.95,   0.24,   1.21 
 44.97,   0.00,   0.97 
 44.99,   0.24,   0.97 
 45.01,   0.24,   0.98 
 45.04,   0.24,   0.98 
 45.06,   0.24,   1.21 
 45.08,   0.00,   1.22 
 45.10,   0.00,   1.22 
 45.12,   0.00,   0.97 
 45.14,   0.24,   0.97 
 45.16,   0.00,   1.46 
 45.19,   0.24,   0.97 
 45.21,   0.24,   1.46 
 45.23,   0.00,   0.97 
 45.25,   0.00,   0.73 
 45.27,   0.00,   1.22 
 45.29,   0.24,   1.22 
 45.31,   0.24,   0.97 
 45.34,   0.24,   1.21 
 45.36,   0.00,   1.22 
 45.38,   0.24,   1.22 
 45.40,   0.24,   0.97 
 45.42,   0.00,   1.21 
 45.44,   0.00,   0.96 
 45.46,   0.24,   0.98 
 45.49,   0.00,   1.21 
 45.51,   0.24,   0.98 
 45.53,   0.00,   0.97 
 45.55,   0.25,   0.98 
 45.57,   0.25,   1.48 
 45.59,   0.24,   1.21 
 45.61,   0.24,   1.22 
 45.63,   0.24,   0.96 
 45.66,   0.49,   1.21 
 45.68,   0.00,   1.20 
 45.70,   0.00,   0.72 
 45.72,   0.24,   1.21 
 45.74,   0.24,   1.21 
 45.76,   0.24,   0.97 
 45.78,   0.24,   0.98 
 45.81,   0.24,   0.96 
 45.83,   0.24,   1.21 
 45.85,   0.24,   0.98 
 45.87,   0.00,   1.22 
 45.89,   0.25,   1.23 
 45.91,   0.24,   1.22 
 45.93,   0.24,   1.22 
 45.96,   0.24,   1.22 
 45.98,   0.00,   0.97 
 46.00,   0.00,   1.21 
 46.02,   0.24,   1.21 
 46.04,   0.24,   1.21 
 46.06,   0.24,   0.96 
 46.08,   0.24,   1.46 
 46.11,   0.00,   1.47 
 46.13,   0.00,   1.44 
 46.15,   0.24,   1.21 
 46.17,   0.00,   1.23 
 46.19,   0.00,   0.98 
 46.21,   0.00,   1.21 
 46.23,   0.00,   0.96 
 46.25,   0.00,   0.97 
 46.28,   0.00,   0.73 
 46.30,   0.00,   0.97 
 46.32,   0.00,   1.22 
 46.34,   0.24,   1.21 
 46.36,   0.24,   0.96 
 46.38,   0.00,   0.97 
 46.40,   0.24,   0.97 
 46.43,   0.24,   1.21 
 46.45,   0.00,   1.46 
 46.47,   0.24,   0.96 
 46.49,   0.00,   1.21 
 46.51,   0.00,   1.22 
 46.53,   0.24,   1.21 
 46.55,   0.00,   1.21 
 46.57,   0.24,   1.22 
 46.60,   0.24,   0.97 
 46.62,   0.24,   0.97 
 46.64,   0.00,   0.73 
 46.66,   0.24,   0.97 
 46.68,   0.00,   0.73 
 46.70,   0.00,   0.98 
 46.72,   0.00,   0.97 
 46.75,   0.24,   1.21 
 46.77,   0.00,   0.96 
 46.79,   0.24,   1.20 
 46.81,   0.24,   0.73 
 46.83,   0.24,   0.97 
 46.86,   0.24,   0.97 
 46.88,   0.24,   1.21 
 46.90,   0.00,   1.22 
 46.92,   0.00,   1.21 
 46.94,   0.24,   1.20 
 46.96,   0.24,   0.97 
 46.98,   0.00,   0.97 
 47.00,   0.24,   1.20 
 47.03,   0.24,   1.21 
 47.05,   0.24,   0.97 
 47.07,   0.24,   0.97 
 47.09,   0.49,   1.21 
 47.11,   0.24,   1.21 
 47.13,   0.24,   1.21 
 47.15,   0.24,   1.21 
 47.18,   0.24,   0.98 
 47.20,   0.24,   0.96 
 47.22,   0.00,   0.98 
 47.24,   0.24,   0.97 
 47.26,   0.24,   1.21 
 47.28,   0.24,   1.22 
 47.30,   0.24,   1.45 
 47.33,   0.00,   0.97 
 47.35,   0.24,   0.97 
 47.37,   0.24,   0.97 
 47.39,   0.24,   1.46 
 47.41,   0.24,   1.22 
 47.43,   0.00,   0.72 
 47.45,   0.24,   0.97 
 47.48,   0.24,   0.96 
 47.50,   0.00,   1.47 
 47.52,   0.24,   1.21 
 47.54,   0.00,   1.22 
 47.56,   0.00,   1.21 
 47.58,   0.24,   1.20 
 47.60,   0.24,   0.97 
 47.63,   0.24,   1.21 
 47.65,   0.24,   0.98 
 47.67,   0.00,   1.21 
 47.69,   0.00,   0.73 
 47.71,   0.24,   1.21 
 47.73,   0.24,   1.46 
 47.75,   0.24,   1.21 
 47.78,   0.00,   0.97 
 47.80,  -0.24,   1.46 
 47.82,   0.24,   1.21 
 47.84,   0.24,   1.21 
 47.86,   0.24,   1.44 
 47.88,   0.24,   0.97 
 47.90,   0.00,   0.97 
 47.92,   0.00,   1.21 
 47.95,   0.24,   0.95 
 47.97,   0.24,   1.20 
 47.99,   0.24,   0.96 
 48.01,   0.24,   0.97 
 48.03,   0.00,   0.98 
 48.05,   0.00,   0.98 
 48.07,   0.24,   1.20 
 48.10,   0.00,   1.22 
 48.12,   0.24,   1.21 
 48.14,   0.00,   1.21 
 48.16,   0.00,   1.20 
 48.18,   0.24,   1.21 
 48.20,   0.25,   1.48 
 48.22,   0.00,   1.44 
 48.25,   0.24,   0.97 
 48.27,   0.00,   1.22 
 48.29,   0.24,   0.96 
 48.31,   0.24,   0.97 
 48.33,   0.24,   1.22 
 48.36,   0.24,   1.46 
 48.38,   0.24,   0.96 
 48.40,   0.00,   0.97 
 48.42,   0.00,   0.98 
 48.44,   0.49,   1.22 
 48.46,   0.24,   1.21 
 48.49,   0.00,   0.73 
 48.51,   0.00,   0.73 
 48.53,   0.00,   0.72 
 48.55,   0.00,   0.73 
 48.57,   0.24,   0.98 
 48.60,   0.24,   0.73 
 48.62,   0.00,   1.22 
 48.64,   0.00,   1.20 
 48.66,   0.00,   0.72 
 48.68,   0.00,   0.98 
 48.71,   0.00,   0.97 
 48.73,   0.49,   1.22 
 48.75,   0.24,   1.21 
 48.77,   0.24,   0.72 
 48.79,   0.00,   0.96 
 48.82,   0.00,   0.73 
 48.84,   0.24,   1.21 
 48.86,   0.48,   0.96 
 48.88,   0.00,   1.22 
 48.90,   0.00,   0.96 
 48.92,   0.24,   1.22 
 48.95,   0.00,   0.97 
 48.97,   0.25,   0.74 
 48.99,   0.24,   1.21 
 49.01,   0.24,   1.22 
 49.03,   0.00,   0.73 
 49.05,   0.24,   1.44 
 49.07,   0.00,   1.20 
 49.10,   0.48,   0.48 
 49.12,   0.00,   1.21 
 49.14,   0.24,   1.22 
 49.16,   0.24,   0.98 
 49.18,   0.00,   1.44 
 49.20,   0.24,   0.73 
 49.22,   0.24,   0.73 
 49.25,   0.24,   0.72 
 49.27,   0.00,   1.44 
 49.29,   0.00,   0.97 
 49.31,   0.24,   1.20 
 49.33,   0.00,   1.47 
 49.36,   0.24,   0.97 
 49.38,   0.00,   0.97 
 49.40,   0.25,   1.48 
 49.42,   0.24,   1.46 
 49.44,   0.24,   1.21 
 49.46,   0.00,   1.46 
 49.49,   0.24,   1.22 
 49.51,   0.24,   1.47 
 49.53,   0.24,   0.97 
 49.55,   0.24,   1.20 
 49.57,   0.24,   0.97 
 49.59,   0.00,   1.21 
 49.62,   0.00,   1.21 
 49.64,   0.00,   0.98 
 49.66,   0.24,   0.97 
 49.68,   0.24,   0.97 
 49.70,   0.00,   0.97 
 49.72,   0.00,   1.21 
 49.74,   0.24,   0.97 
 49.77,   0.00,   0.96 
 49.79,   0.24,   1.45 
 49.81,   0.24,   0.97 
 49.83,   0.00,   1.46 
 49.85,   0.00,   1.21 
 49.87,   0.00,   1.21 
 49.90,   0.24,   1.46 
 49.92,   0.24,   1.21 
 49.94,   0.24,   1.22 
 49.96,   0.00,   1.20 
 49.98,   0.00,   0.73 
 50.00,   0.00,   0.97 
 50.03,   0.24,   0.72 
 50.05,   0.24,   1.21 
 50.07,   0.00,   1.21 
 50.09,   0.24,   0.72 
 50.11,   0.24,   0.73 
 50.14,   0.24,   1.71 
 50.16,   0.24,   0.72 
 50.18,   0.25,   1.48 
 50.20,   0.24,   2.43 
 50.22,   0.49,   2.43 
 50.24,   1.47,   3.91 
 50.27,   0.75,   2.51 
 50.29,   0.00,   0.00 
 50.31,   0.00,  -0.95 
 50.33,   0.24,  -0.24 
 50.35,   0.24,   0.00 
 50.37,   0.24,   0.24 
 50.40,   0.24,   0.24 
 50.42,   0.00,   0.00 
 50.44,   0.24,  -0.49 
 50.46,   0.24,   0.24 
 50.48,   0.00,   0.49 
 50.50,   0.24,   0.24 
 50.52,   0.24,   0.49 
 50.54,   0.24,   0.00 
 50.56,   0.24,   0.00 
 50.59,   0.00,   0.00 
 50.61,   0.00,   0.24 
 50.63,   0.24,   0.24 
 50.65,   0.24,   0.00 
 50.67,   0.24,   0.00 
 50.69,   0.00,   0.00 
 50.71,   0.24,  -0.24 
 50.73,   0.00,   0.97 
 50.75,   0.24,   0.24 
 50.78,   0.48,  -0.73 
 50.80,   0.48,   0.00 
 50.82,   0.00,  -0.24 
 50.84,   0.24,   0.00 
 50.86,   0.00,   0.00 
 50.88,   0.00,  -0.49 
 50.90,   0.25,   0.00 
 50.92,   0.48,  -0.24 
 50.94,   0.00,   0.00 
 50.97,   0.24,   0.00 
 50.99,   0.00,   0.49 
 51.01,   0.00,  -0.24 
 51.03,   0.24,  -0.24 
 51.05,   0.24,   0.24 
 51.07,   0.24,   0.24 
 51.09,   0.00,   0.00 
 51.11,   0.00,  -0.24 
 51.13,   0.00,   0.24 
 51.16,   0.00,   0.00 
 51.18,   0.00,   0.00 
 51.20,   0.00,   0.49 
 51.22,   0.24,   0.00 
 51.24,   0.00,   0.00 
 51.26,   0.00,   0.00 
 51.29,   0.24,  -0.24 
 51.31,   0.00,   0.00 
 51.33,   0.24,   0.00 
 51.35,   0.24,   0.73 
 51.37,   0.00,   0.00 
 51.39,   0.24,   0.00 
 51.42,  -0.72,  -0.72 
 51.44,  -0.73,  -0.49 
 51.46,  -1.21,   0.00 
 51.48,   0.25,  -0.25 
 51.50,  -0.25,  -1.23 
 51.52,  -0.98,  -1.23 
 51.54,   0.24,   0.98 
 51.56,   0.48,   0.24 
 51.58,   0.73,   0.49 
 51.61,   0.97,   0.49 
 51.63,   1.23,   0.25 
 51.65,   0.72,  -0.24 
 51.67,   0.24,   0.24 
 51.69,   0.98,   0.49 
 51.71,   0.24,   0.00 
 51.73,   0.48,   0.00 
 51.75,   0.00,  -0.24 
 51.77,   0.24,   0.24 
 51.80,   0.24,   0.00 
 51.82,   0.24,   0.00 
 51.84,   0.00,   0.00 
 51.86,   0.00,  -0.24 
 51.88,   0.00,   0.00 
 51.90,   0.24,   0.00 
 51.92,   0.00,   0.00 
 51.94,   0.24,   0.00 
 51.96,   0.00,   0.00 
 51.99,   0.00,   0.49 
 52.01,   0.24,   0.00 
 52.03,   0.24,   0.00 
 52.05,   0.24,   0.00 
 52.07,   0.00,   0.00 
 52.09,   0.24,   0.00 
 52.11,   0.00,   0.24 
 52.13,   0.24,  -0.24 
 52.16,   0.24,  -0.24 
 52.18,   0.24,   0.24 
 52.20,   0.24,   0.00 
 52.22,   0.00,   0.00 
 52.24,   0.24,  -0.24 
 52.26,   0.00,  -0.24 
 52.28,   0.00,   0.00 
 52.30,   0.24,  -0.24 
 52.32,   0.24,   0.00 
 52.35,   0.24,   0.49 
 52.37,   0.24,   0.24 
 52.39,   0.24,  -0.24 
 52.41,   0.00,   0.00 
 52.43,   0.00,   0.00 
 52.45,   0.00,  -0.24 
 52.47,   0.00,  -0.24 
 52.50,   0.00,   0.24 
 52.52,   0.73,  -0.24 
 52.54,   0.24,   0.24 
 52.57,   0.00,   0.24 
 52.59,   0.24,   0.00 
 52.61,  -0.24,   0.49 
 52.63,   0.24,   0.24 
 52.65,   0.24,   0.00 
 52.67,   0.24,   0.24 
 52.69,   0.24,   0.00 
 52.71,   0.24,  -0.49 
 52.74,   0.00,   0.00 
 52.76,   0.00,   0.00 
 52.78,   0.24,  -0.24 
 52.80,   0.24,   0.00 
 52.82,   0.24,   0.24 
 52.84,   0.24,  -0.24 
 52.86,   0.00,   0.00 
 52.88,   0.00,   0.00 
 52.90,   0.24,   0.00 
 52.93,   0.24,  -0.24 
 52.95,   0.24,   0.00 
 52.97,   0.24,   0.00 
 52.99,   0.24,  -0.24 
 53.01,   0.24,   0.00 
 53.03,   0.24,   0.24 
 53.05,   0.24,   0.24 
 53.08,   0.00,   0.24 
 53.10,   0.00,   0.00 
 53.12,   0.00,   0.00 
 53.14,   0.24,   0.24 
 53.16,   0.00,   0.24 
 53.18,   0.24,   0.24 
 53.20,   0.00,   0.00 
 53.22,   0.24,   0.00 
 53.25,   0.00,   0.00 
 53.27,   0.00,  -0.24 
 53.29,   0.48,   0.00 
 53.31,   0.48,   0.24 
 53.33,   0.25,   0.25 
 53.35,   0.00,  -0.24 
 53.37,   0.00,   0.00 
 53.39,   0.00,   0.00 
 53.41,   0.24,   0.24 
 53.44,   0.24,   0.00 
 53.46,   0.24,   0.24 
 53.48,   0.24,  -0.24 
 53.50,   0.00,  -0.24 
 53.52,   0.00,   0.00 
 53.54,   0.24,   0.00 
 53.56,   0.24,   0.00 
 53.58,   0.24,   0.24 
 53.61,   0.24,   0.24 
 53.63,   0.00,   0.00 
 53.65,   0.00,   0.00 
 53.67,   0.00,   0.49 
 53.69,   0.00,   0.00 
